Index,day,biomassH,day,biomassHF,day,biomass2015,day,yieldH,day,yieldHF,day,yield2015,day,laiH,day,laiHF,day,lai2015,day,biomassM,day,biomassM,biomassMStdError,day,laiM,day,laiM,laiMStdError,Index,day,SAT ,day,SW2015,day,DUL ,day,LL ,day,NO32015,day,ST2015,day,SWM,day,SWM,SWMStdError,day,NO3M,day,NO3M,NO3MStdError,day,STM,day,STM,STMStdError
120,121,0,121,0,121,0,121,0,121,0,121,0,121,0,121,0,121,0,,,,,,,,,,,120,121,139.2,121,88.153,121,98.4,121,56.9,121,69.543,121,14.854,,,,,,,,,,,,,,,
121,122,0,122,0,122,0,122,0,122,0,122,0,122,0,122,0,122,0,,,,,,,,,,,121,122,139.2,122,87.386,122,98.4,122,56.9,122,72.661,122,14.458,,,,,,,,,,,,,,,
122,123,1.5,123,1.5,123,1.5,123,0,123,0,123,0,123,0.003,123,0.003,123,0.003,,,,,,,,,,,122,123,139.2,123,87.202,123,98.4,123,56.9,123,76.055,123,15.313,,,,,,,,,,,,,,,
123,124,2.2,124,1.8,124,1.8,124,0,124,0,124,0,124,0.004,124,0.004,124,0.004,,,,,,,,,,,123,124,139.2,124,87.317,124,98.4,124,56.9,124,80.29,124,17.347,,,,,,,,,,,,,,,
124,125,3.1,125,2.2,125,2.2,125,0,125,0,125,0,125,0.005,125,0.004,125,0.005,,,,,,,,,,,124,125,139.2,125,88.177,125,98.4,125,56.9,125,83.759,125,16.407,,,,,,,,,,,,,,,
125,126,4.2,126,2.9,126,2.9,126,0,126,0,126,0,126,0.006,126,0.005,126,0.006,,,,,,,,,,,125,126,139.2,126,101.797,126,98.4,126,56.9,126,89.582,126,16.553,,,,,,,,,,,,,,,
126,127,5.4,127,3.6,127,3.6,127,0,127,0,127,0,127,0.007,127,0.007,127,0.007,,,,,,,,,,,126,127,139.2,127,98.195,127,98.4,127,56.9,127,95.992,127,17.558,,,,,,,,,,,,,,,
127,128,6,128,4.7,128,4.8,128,0,128,0,128,0,128,0.008,128,0.008,128,0.008,,,,,,,,,,,127,128,139.2,128,95.989,128,98.4,128,56.9,128,102.539,128,18.24,,,,,,,,,,,,,,,
128,129,6,129,6.5,129,6.7,129,0,129,0,129,0,129,0.007,129,0.009,129,0.009,,,,,,,,,,,128,129,139.2,129,92.442,129,98.4,129,56.9,129,105.062,129,16.486,,,,,,,,,,,,,,,
129,130,6.9,130,7,130,7.2,130,0,130,0,130,0,130,0.008,130,0.01,130,0.011,,,,,,,,,,,129,130,139.2,130,88.889,130,98.4,130,56.9,130,107.275,130,16.19,,,,,,,,,,,,,,,
130,131,8.3,131,7.3,131,7.5,131,0,131,0,131,0,131,0.01,131,0.012,131,0.012,,,,,,,,,,,130,131,139.2,131,89.825,131,98.4,131,56.9,131,109.335,131,15.956,,,,,,,,,,,,,,,
131,132,9.4,132,8.8,132,9.1,132,0,132,0,132,0,132,0.011,132,0.013,132,0.014,,,,,,,,,,,131,132,139.2,132,88.858,132,98.4,132,56.9,132,110.659,132,13.509,,,,,,,,,,,,,,,
132,133,10.5,133,11.7,133,12.2,133,0,133,0,133,0,133,0.013,133,0.015,133,0.016,,,,,,,,,,,132,133,139.2,133,86.218,133,98.4,133,56.9,133,111.879,133,13.613,,,,,,,,,,,,,,,
133,134,12.1,134,12.1,134,12.5,134,0,134,0,134,0,134,0.015,134,0.016,134,0.017,,,,,,,,,,,133,134,139.2,134,84.953,134,98.4,134,56.9,134,113.494,134,15.697,,,,,,,,,,,,,,,
134,135,13.9,135,14.3,135,14.9,135,0,135,0,135,0,135,0.017,135,0.02,135,0.021,,,,,,,,,,,134,135,139.2,135,105.277,135,98.4,135,56.9,135,116.016,135,14.165,,,,,,,,,,,,,,,
135,136,17.6,136,15.6,136,16.3,136,0,136,0,136,0,136,0.019,136,0.021,136,0.023,,,,,,,,,,,135,136,139.2,136,102.022,136,98.4,136,56.9,136,119.297,136,15.445,,,,,,,,,,,,,,,
136,137,19.3,137,16.2,137,17,137,0,137,0,137,0,137,0.022,137,0.023,137,0.025,,,,,,,,,,,136,137,139.2,137,99.825,137,98.4,137,56.9,137,120.896,137,12.877,,,,,,,,,,,,,,,
137,138,21.1,138,21.8,138,22.9,138,0,138,0,138,0,138,0.024,138,0.027,138,0.029,,,,,,,,,,,137,138,139.2,138,100.799,138,98.4,138,56.9,138,122.059,138,11.036,,,,,,,,,,,,,,,
138,139,22.3,139,28.8,139,30.3,139,0,139,0,139,0,139,0.027,139,0.033,139,0.035,,,,,,,,,,,138,139,139.2,139,95.403,139,98.4,139,56.9,139,124.027,139,12.889,,,,,,,,,,,,,,,
139,140,27.1,140,37.4,140,39.5,140,0,140,0,140,0,140,0.031,140,0.04,140,0.043,,,,,,,,,,,139,140,139.2,140,90.685,140,98.4,140,56.9,140,125.224,140,16.997,,,,,,,,,,,,,,,
140,141,33.2,141,47.3,141,49.9,141,0,141,0,141,0,141,0.035,141,0.048,141,0.051,,,,,,,,,,,140,141,139.2,141,88.235,141,98.4,141,56.9,141,127.091,141,20.786,,,,,,,,,,,,,,,
141,142,41.9,142,55.6,142,58.8,142,0,142,0,142,0,142,0.04,142,0.056,142,0.059,,,,,,,,,,,141,142,139.2,142,86.759,142,98.4,142,56.9,142,129.04,142,22.594,,,,,,,,,,,,,,,
142,143,52.1,143,69.1,143,73,143,0,143,0,143,0,143,0.048,143,0.065,143,0.069,,,,,,,,,,,142,143,139.2,143,85.808,143,98.4,143,56.9,143,130.474,143,21.217,,,,,,,,,,,,,,,
143,144,61.4,144,83.7,144,88.5,144,0,144,0,144,0,144,0.056,144,0.075,144,0.08,,,,,,,,,,,143,144,139.2,144,84.83,144,98.4,144,56.9,144,131.649,144,21.981,,,,,,,,,,,,,,,
144,145,73.5,145,101.5,145,107.3,145,0,145,0,145,0,145,0.066,145,0.087,145,0.092,,,,,,,,,,,144,145,139.2,145,84.048,145,98.4,145,56.9,145,132.73,145,22.702,,,,,,,,,,,,,,,
145,146,87.3,146,108.2,146,114.3,146,0,146,0,146,0,146,0.078,146,0.097,146,0.103,,,,,,,,,,,145,146,139.2,146,83.298,146,98.4,146,56.9,146,133.548,146,23.114,,,,,,,,,,,,,,,
146,147,104.9,147,113.3,147,119.7,147,0,147,0,147,0,147,0.093,147,0.107,147,0.112,,,,,,,,,,,146,147,139.2,147,100.119,147,98.4,147,56.9,147,136.252,147,19.246,,,,,,,,,,,,,,,
147,148,125.4,148,133.7,148,141.1,148,0,148,0,148,0,148,0.11,148,0.116,148,0.123,,,,,,,,,,,147,148,139.2,148,125.918,148,98.4,148,56.9,148,130.244,148,16.389,,,,,,,,,,,,,,,
148,149,143.6,149,163,149,171.9,149,0,149,0,149,0,149,0.128,149,0.13,149,0.137,,,,,,,,,,,148,149,139.2,149,114.703,149,98.4,149,56.9,149,122.236,149,15.328,,,,,,,,,,,,,,,
149,150,161.7,150,181.4,,,150,0,150,0,,,150,0.149,150,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,151,188.9,151,209,,,151,0,151,0,,,151,0.171,151,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,152,224.4,152,245.1,,,152,0,152,0,,,152,0.189,152,0.193,,,,,,,,,,,,,151,152,146.5,152,108.237,152,91.5,152,48.5,152,104.668,152,14.626,,,,,,,,,,,,,,,
152,153,260.4,153,281.8,,,153,0,153,0,,,153,0.212,153,0.216,,,,,,,,,,,,,152,153,146.5,153,114.572,153,91.5,153,48.5,153,100.285,153,16.021,,,,,,,,,,,,,,,
153,154,292.7,154,314.7,,,154,0,154,0,,,154,0.237,154,0.242,,,,,,,,,,,,,153,154,146.5,154,106.399,154,91.5,154,48.5,154,99.172,154,17.218,,,,,,,,,,,,,,,
154,155,347.6,155,370.8,,,155,0,155,0,,,155,0.262,155,0.268,,,,,,,,,,,,,154,155,146.5,155,100.532,155,91.5,155,48.5,155,99.387,155,18.106,,,,,,,,,,,,,,,
155,156,400.3,156,424.6,,,156,0,156,0,,,156,0.294,156,0.302,,,,,,,,,,,,,155,156,146.5,156,101.174,156,91.5,156,48.5,156,99.766,156,18.689,,,,,,,,,,,,,,,
156,157,465.4,157,491.2,,,157,0,157,0,,,157,0.34,157,0.349,,,,,,,,,,,,,156,157,146.5,157,99.533,157,91.5,157,48.5,157,100.067,157,18.523,,,,,,,,,,,,,,,
157,158,525.9,158,553.1,,,158,0,158,0,,,158,0.394,158,0.404,,,,,,,,,,,,,157,158,146.5,158,92.829,158,91.5,158,48.5,158,99.934,158,19.105,,,,,,,,,,,,,,,
158,159,613,159,642.2,,,159,0,159,0,,,159,0.444,159,0.456,,,,,,,,,,,,,158,159,146.5,159,86.596,159,91.5,159,48.5,159,98.784,159,20.515,,,,,,,,,,,,,,,
159,160,715.9,160,747.4,,,160,0,160,0,,,160,0.478,160,0.491,,,,,,,,,,,,,159,160,146.5,160,99.605,160,91.5,160,48.5,160,98.858,160,20.703,,,,,,,,,,,,,,,
160,161,823.8,161,857.7,,,161,0,161,0,,,161,0.528,161,0.542,,,,,,,,,,,,,160,161,146.5,161,95.074,161,91.5,161,48.5,161,98.702,161,20.253,,,,,,,,,,,,,,,
161,162,940.8,162,977.3,,,162,0,162,0,,,162,0.584,162,0.599,,,,,,,,,,,,,161,162,146.5,162,92.007,162,91.5,162,48.5,162,98.165,162,20.051,,,,,,,,,,,,,,,
162,163,"1,069.40",163,"1,108.80",,,163,0,163,0,,,163,0.637,163,0.653,,,,,,,,,,,,,162,163,146.5,163,90.88,163,91.5,163,48.5,163,97.325,163,19.79,,,,,,,,,,,,,,,
163,164,"1,179",164,"1,220.60",,,164,0,164,0,,,164,0.71,164,0.728,,,,,,,,,,,,,163,164,146.5,164,86.559,164,91.5,164,48.5,164,95.471,164,19.303,,,,,,,,,,,,,,,
164,165,"1,314.80",165,"1,359.20",,,165,0,165,0,,,165,0.803,165,0.823,,,,,,,,,,,,,164,165,146.5,165,83.156,165,91.5,165,48.5,165,93.067,165,19.501,,,,,,,,,,,,,,,
165,166,"1,465.80",166,"1,513.20",,,166,0,166,0,,,166,0.899,166,0.921,,,,,,,,,,,,,165,166,146.5,166,93.162,166,91.5,166,48.5,166,91.549,166,19.471,,,,,,,,,,,,,,,
166,167,"1,612.10",167,"1,662",,,167,0,167,0,,,167,0.984,167,1.008,,,,,,,,,,,,,166,167,146.5,167,89.324,167,91.5,167,48.5,167,88.897,167,18.573,,,,,,,,,,,,,,,
167,168,"1,803",168,"1,856.40",,,168,0,168,0,,,168,1.043,168,1.069,,,,,,,,,,,,,167,168,146.5,168,84.762,168,91.5,168,48.5,168,85.054,168,17.889,,,,,,,,,,,,,,,
168,169,"1,910.80",169,"1,966.10",,,169,0,169,0,,,169,1.108,169,1.186,,,,,,,,,,,,,168,169,146.5,169,80.063,169,91.5,169,48.5,169,81.084,169,17.986,,,,,,,,,,,,,,,
169,170,"2,093.90",170,"2,158.10",,,170,0,170,0,,,170,1.2,170,1.358,,,,,,,,,,,,,169,170,146.5,170,75.341,170,91.5,170,48.5,170,76.685,170,18.35,,,,,,,,,,,,,,,
170,171,"2,317.60",171,"2,401.10",,,171,0,171,0,,,171,1.326,171,1.494,,,,,,,,,,,,,170,171,146.5,171,71.04,171,91.5,171,48.5,171,72.275,171,18.747,,,,,,,,,,,,,,,
171,172,"2,524.60",172,"2,624.40",,,172,0,172,0,,,172,1.461,172,1.637,,,,,,,,,,,,,171,172,146.5,172,67.243,172,91.5,172,48.5,172,67.952,172,19.658,,,,,,,,,,,,,,,
172,173,"2,771.60",173,"2,889.00",,,173,0,173,0,,,173,1.636,173,1.822,,,,,,,,,,,,,172,173,146.5,173,82.521,173,91.5,173,48.5,173,63.38,173,20.498,,,,,,,,,,,,,,,
173,174,"2,974.40",174,"3,104.70",,,174,0,174,0,,,174,1.848,174,2.043,,,,,,,,,,,,,173,174,146.5,174,77.558,174,91.5,174,48.5,174,58.474,174,21.67,,,,,,,,,,,,,,,
174,175,"3,200.60",175,"3,343",,,175,0,175,0,,,175,2.087,175,2.289,,,,,,,,,,,,,174,175,146.5,175,72.891,175,91.5,175,48.5,175,53.882,175,22.527,,,,,,,,,,,,,,,
175,176,"3,504.20",176,"3,660.70",,,176,0,176,0,,,176,2.346,176,2.552,,,,,,,,,,,,,175,176,146.5,176,68.565,176,91.5,176,48.5,176,49.743,176,22.933,,,,,,,,,,,,,,,
176,177,"3,823.20",177,"3,991.70",,,177,0,177,0,,,177,2.633,177,2.839,,,,,,,,,,,,,176,177,146.5,177,104.283,177,91.5,177,48.5,177,44.51,177,22.805,,,,,,,,,,,,,,,
177,178,"4,158.50",178,"4,337.10",,,178,0,178,0,,,178,2.877,178,3.088,,,,,,,,,,,,,177,178,146.5,178,97.688,178,91.5,178,48.5,178,38.809,178,22.968,,,,,,,,,,,,,,,
178,179,"4,500",179,"4,687.20",,,179,0,179,0,,,179,3.105,179,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,180,"4,848.60",180,"5,043.80",,,180,0,180,0,,,180,3.182,180,3.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,181,"5,218.30",181,"5,421.40",,,181,0,181,0,,,181,3.319,181,3.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,182,"5,554.70",182,"5,764.40",,,182,0,182,0,,,182,3.422,182,3.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,183,"5,899",183,"6,114.70",,,183,0,183,0,,,183,3.527,183,3.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,184,"6,217",184,"6,438.20",,,184,0,184,0,,,184,3.589,184,3.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,185,"6,418.10",185,"6,642.80",,,185,0,185,0,,,185,3.683,185,3.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,186,"6,739.40",186,"6,968.90",,,186,0,186,0,,,186,3.72,186,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,187,"7,102.30",187,"7,337",,,187,0,187,0,,,187,3.717,187,3.937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,188,"7,407.70",188,"7,647.20",,,188,0,188,0,,,188,3.828,188,4.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,189,"7,777.60",189,"8,021.80",,,189,0,189,0,,,189,3.849,189,4.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,190,"8,145",190,"8,393.40",,,190,0,190,0,,,190,3.847,190,4.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,191,"8,465.30",191,"8,718.00",,,191,0,191,0,,,191,3.844,191,4.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,192,"8,835.70",192,"9,093.00",,,192,0,192,0,,,192,3.842,192,4.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,193,"9,106.40",193,"9,367.10",,,193,0,193,0,,,193,3.839,193,4.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,194,"9,438.40",194,"9,703.10",,,194,0,194,0,,,194,3.837,194,4.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,195,"9,794.80",195,"10,064.00",,,195,0,195,0,,,195,3.834,195,4.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,196,"10,141.90",196,"10,415",,,196,0,196,0,,,196,3.831,196,4.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,197,"10,421.40",197,"10,698.40",,,197,0,197,0,,,197,3.829,197,4.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,198,"10,787.30",198,"11,068.80",,,198,0,198,0.00,,,198,3.825,198,4.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,199,"11,148.50",199,"11,434.60",,,199,0,199,0.00,,,199,3.821,199,4.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,200,"11,426.00",200,"11,730.70",,,200,0,200,0.00,,,200,3.811,200,4.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,201,"11,735.10",201,"12,043.00",,,201,0,201,349.40,,,201,3.788,201,4.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,202,"11,910.30",202,"12,271.50",,,202,283.8,202,700.60,,,202,3.725,202,4.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,203,"12,026.80",203,"12,416.30",,,203,501.8,203,939,,,203,3.607,203,3.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,204,"12,104.80",204,"12,508.40",,,204,685.8,204,"1,133.70",,,204,3.472,204,3.758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,205,"12,168.80",205,"12,580.60",,,205,849.5,205,"1,304.50",,,205,3.334,205,3.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,206,"12,203.80",206,"12,618.90",,,206,"1,004.20",206,"1,463.80",,,206,3.186,206,3.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,207,"12,242.80",207,"12,660.50",,,207,"1,180",207,"1,644.60",,,207,3.05,207,3.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,208,"12,313.10",208,"12,734.40",,,208,"1,380",208,"1,850.10",,,208,2.939,208,3.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,209,"12,353.90",209,"12,776.50",,,209,"1,531.10",209,"2,004.70",,,209,2.812,209,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,210,"12,380.30",210,"12,803.60",,,210,"1,684.40",210,"2,161.30",,,210,2.685,210,2.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,211,"12,406",211,"12,830",,,211,"1,848.00",211,"2,328.20",,,211,2.563,211,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,212,"12,426.80",212,"12,850.70",,,212,"2,011.20",212,"2,494.70",,,212,2.445,212,2.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,213,"12,453.10",213,"12,877",,,213,"2,179.40",213,"2,666.10",,,213,2.335,213,2.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,214,"12,474.20",214,"12,898.50",,,214,"2,322.60",214,"2,744.60",,,214,2.228,214,2.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,215,"12,516.40",215,"12,940.80",,,215,"2,364.70",215,"2,787",,,215,2.138,215,2.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,216,"12,539.60",216,"12,964.10",,,216,"2,387.90",216,"2,810.10",,,216,2.041,216,2.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,217,"12,692",217,"13,113.60",,,217,"2,540.50",217,"2,959.60",,,217,2.041,217,2.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,218,"12,888.80",218,"13,315.80",,,218,"2,737.10",218,"3,161.80",,,218,2.022,218,2.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,219,"12,959.70",219,"13,385.90",,,219,"2,808",219,"3,232",,,219,1.952,219,2.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,220,"12,989.60",220,"13,415.00",,,220,"2,838.00",220,"3,261.00",,,220,1.868,220,2.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,221,"13,016.80",221,"13,441.50",,,221,"2,865.20",221,"3,287.60",,,221,1.787,221,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,222,"13,188.10",222,"13,620",,,222,"3,036.40",222,"3,466.00",,,222,1.787,222,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,223,"13,370.30",223,"13,809.80",,,223,"3,218.70",223,"3,655.90",,,223,1.787,223,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,224,"13,570.40",224,"14,018.30",,,224,"3,418.80",224,"3,864.40",,,224,1.787,224,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,225,"13,782.90",225,"14,239.70",,,225,"3,631.30",225,"4,086",,,225,1.787,225,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,226,"13,972.30",226,"14,437.10",,,226,"3,820.70",226,"4,283.10",,,226,1.787,226,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,227,"14,145.40",227,"14,617.40",,,227,"3,993.80",227,"4,463.50",,,227,1.787,227,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,228,"14,219.00",228,"14,694.10",,,228,"4,067.40",228,"4,540.10",,,228,1.787,228,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,229,"14,306.80",229,"14,785.60",,,229,"4,155.20",229,"4,631.60",,,229,1.787,229,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,230,"14,510",230,"14,997.00",,,230,"4,358.10",230,"4,843.10",,,230,1.787,230,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,231,"14,714.00",231,"15,209.80",,,231,"4,562.30",231,"5,055.80",,,231,1.787,231,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,232,"14,915.70",232,"15,420.00",,,232,"4,764",232,"5,266.00",,,232,1.787,232,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,233,"15,100.50",233,"15,612.50",,,233,"4,948.90",233,"5,458.60",,,233,1.787,233,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,234,"15,307.80",234,"15,829",,,234,"5,156.20",234,"5,674.60",,,234,1.787,234,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,235,"15,512.80",235,"16,042.10",,,235,"5,361.20",235,"5,888.20",,,235,1.787,235,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,236,"15,715.70",236,"16,253.50",,,236,"5,564.10",236,"6,099.50",,,236,1.787,236,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,237,"15,915.20",237,"16,461.30",,,237,"5,763.50",237,"6,307.40",,,237,1.787,237,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,238,"16,113.10",238,"16,667.60",,,238,"5,961.50",238,"6,514",,,238,1.787,238,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,239,"16,296.60",239,"16,858.70",,,239,"6,144.90",239,"6,704.80",,,239,1.787,239,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,240,"16,440.80",240,"17,008.90",,,240,"6,289.10",240,"6,855.00",,,240,1.787,240,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,241,"16,603.20",241,"17,178.10",,,241,"6,452",241,"7,024.20",,,241,1.787,241,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,242,"16,792.50",242,"17,375.40",,,242,"6,640.80",242,"7,221.40",,,242,1.787,242,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,243,"16,915.70",243,"17,494.60",,,243,"6,764.10",243,"7,221.40",,,243,1.787,243,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,244,"17,075.80",244,"17,649.50",,,244,"6,924.20",244,"7,221.40",,,244,1.787,244,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,245,"17,239.80",245,"17,649.50",,,245,"6,924",245,"7,221.40",,,245,1.787,245,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,246,"17,417.40",246,"17,649.50",,,246,"6,924.20",246,"7,221.40",,,246,1.787,246,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,247,"17,417.40",247,"17,649.50",,,247,"6,924.20",247,"7,221.40",,,247,1.787,247,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,248,"17,417.40",248,"17,649.50",,,248,"6,924.20",248,"7,221.40",,,248,1.787,248,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,249,"17,417.40",249,"17,649.50",,,249,"6,924.20",249,"7,221.40",,,249,1.787,249,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,250,"17,417.40",250,"17,649.50",,,250,"6,924.20",250,"7,221.40",,,250,1.787,250,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,251,"17,417.40",251,"17,649.50",,,251,"6,924.20",251,"7,221.40",,,251,1.787,251,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,252,"17,417.40",252,"17,649.50",,,252,"6,924.20",252,"7,221.40",,,252,1.787,252,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,253,"17,417.40",253,"17,649.50",,,253,"6,924",253,"7,221.40",,,253,1.787,253,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,254,"17,417.40",254,"17,649.50",,,254,"6,924",254,"7,221.40",,,254,1.787,254,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,255,"17,417.40",255,0,,,255,"6,924",255,0,,,255,1.787,255,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,256,"17,417.40",256,0,,,256,"6,924",256,0,,,256,0.003,256,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,257,0.00,257,0,,,257,0,257,0,,,257,0,257,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,258,0,258,0,,,258,0,258,0,,,258,0,258,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,259,0,259,0,,,259,0,259,0,,,259,0,259,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,260,0,260,0,,,260,0,260,0,,,260,0,260,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,261,0,261,0,,,261,0,261,0,,,261,0,261,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,262,0,262,0,,,262,0,262,0,,,262,0,262,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,263,0,263,0,,,263,0,263,0,,,263,0,263,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
