Index,day,biomass,day,biomass,day,yield,day,yield,day,lai,day,lai,day,biomass,day,biomass,StdError,day,lai,day,lai,StdError,biomassMStdError,day,laiM,day,laiM,laiMStdError,Index,day,SAT_30cm,day,SW_30cm,day,DUL_30cm,day,LL_30cm,day,NO3_30cm,day,ST_30cm,day,SW_30cm,day,SW_30cm,StdError,day,NO3_30cm,day,NO3_30cm,StdError,day,ST_30cm,day,ST_30cm,StdError
126,127,10.3,127,9.9,127,0,127,0,127,0.011,127,0.01,,,,,,,,,,,,,,,,,126,127,164.1,127,102.636,127,118.8,127,69.3,127,27.127,127,16.509,,,,,,,,,,,,,,,
127,128,10.3,128,9.9,128,0,128,0,128,0.002,128,0.009,,,,,,,,,,,,,,,,,127,128,164.1,128,102.383,128,118.8,128,69.3,128,27.46,128,15.864,,,,,,,,,,,,,,,
128,129,10.3,129,10.1,129,0,129,0,129,0,129,0.005,,,,,,,,,,,,,,,,,128,129,164.1,129,101.832,129,118.8,129,69.3,129,27.706,129,13.091,,,,,,,,,,,,,,,
129,130,10.3,130,10.1,130,0,130,0,130,0,130,0.005,,,,,,,,,,,,,,,,,129,130,164.1,130,100.803,130,118.8,130,69.3,130,27.949,130,13.218,,,,,,,,,,,,,,,
130,131,0,131,10.1,131,0,131,0,131,0,131,0.004,,,,,,,,,,,,,,,,,130,131,164.1,131,110.33,131,118.8,131,69.3,131,28.24,131,13.172,,,,,,,,,,,,,,,
131,132,0,132,10.1,132,0,132,0,132,0,132,0.002,,,,,,,,,,,,,,,,,131,132,164.1,132,109.694,132,118.8,132,69.3,132,28.39,132,10.09,,,,,,,,,,,,,,,
132,133,0,133,10.2,133,0,133,0,133,0,133,0.002,,,,,,,,,,,,,,,,,132,133,164.1,133,106.622,133,118.8,133,69.3,133,28.52,133,9.974,,,,,,,,,,,,,,,
133,134,0,134,10.2,134,0,134,0,134,0,134,0.002,,,,,,,,,,,,,,,,,133,134,164.1,134,103.969,134,118.8,134,69.3,134,28.665,134,12.464,,,,,,,,,,,,,,,
134,135,0,135,10.3,135,0,135,0,135,0,135,0.002,,,,,,,,,,,,,,,,,134,135,164.1,135,127.11,135,118.8,135,69.3,135,28.827,135,12.763,,,,,,,,,,,,,,,
135,136,0,136,10.3,136,0,136,0,136,0,136,0.001,,,,,,,,,,,,,,,,,135,136,164.1,136,125.214,136,118.8,136,69.3,136,28.368,136,13.65,,,,,,,,,,,,,,,
136,137,0,137,10.3,137,0,137,0,137,0,137,0.001,,,,,,,,,,,,,,,,,136,137,164.1,137,120.945,137,118.8,137,69.3,137,28.352,137,12.046,,,,,,,,,,,,,,,
137,138,0,138,10.4,138,0,138,0,138,0,138,0.001,,,,,,,,,,,,,,,,,137,138,164.1,138,118.736,138,118.8,138,69.3,138,28.339,138,11.011,,,,,,,,,,,,,,,
138,139,0,139,10.5,139,0,139,0,139,0,139,0.002,,,,,,,,,,,,,,,,,138,139,164.1,139,114.053,139,118.8,139,69.3,139,28.252,139,13.789,,,,,,,,,,,,,,,
139,140,0,140,10.7,140,0,140,0,140,0,140,0.002,,,,,,,,,,,,,,,,,139,140,164.1,140,109.784,140,118.8,140,69.3,140,28.41,140,18.076,,,,,,,,,,,,,,,
140,141,0,141,10.8,141,0,141,0,141,0,141,0.002,,,,,,,,,,,,,,,,,140,141,164.1,141,107.102,141,118.8,141,69.3,141,28.8,141,21.653,,,,,,,,,,,,,,,
141,142,0,142,10.8,142,0,142,0,142,0,142,0.002,,,,,,,,,,,,,,,,,141,142,164.1,142,105.919,142,118.8,142,69.3,142,29.275,142,21.147,,,,,,,,,,,,,,,
142,143,0,143,10.9,143,0,143,0,143,0,143,0.002,,,,,,,,,,,,,,,,,142,143,164.1,143,110.803,143,118.8,143,69.3,143,29.613,143,16.65,,,,,,,,,,,,,,,
143,144,0,144,11.1,144,0,144,0,144,0,144,0.003,,,,,,,,,,,,,,,,,143,144,164.1,144,110.548,144,118.8,144,69.3,144,29.85,144,15.726,,,,,,,,,,,,,,,
144,145,0,145,11.4,145,0,145,0,145,0,145,0.003,,,,,,,,,,,,,,,,,144,145,164.1,145,106.937,145,118.8,145,69.3,145,30.027,145,16.05,,,,,,,,,,,,,,,
145,146,0,146,11.5,146,0,146,0,146,0,146,0.004,,,,,,,,,,,,,,,,,145,146,164.1,146,104.082,146,118.8,146,69.3,146,30.068,146,18.334,,,,,,,,,,,,,,,
146,147,0,147,11.6,147,0,147,0,147,0,147,0.004,,,,,,,,,,,,,,,,,146,147,164.1,147,103.118,147,118.8,147,69.3,147,30.329,147,18.901,,,,,,,,,,,,,,,
147,148,0,148,11.9,148,0,148,0,148,0,148,0.005,,,,,,,,,,,,,,,,,147,148,164.1,148,102.695,148,118.8,148,69.3,148,30.589,148,16.189,,,,,,,,,,,,,,,
148,149,0,149,12.4,149,0,149,0,149,0,149,0.006,,,,,,,,,,,,,,,,,148,149,164.1,149,101.414,149,118.8,149,69.3,149,30.898,149,18.226,,,,,,,,,,,,,,,
149,150,0,150,12.7,150,0,150,0,150,0,150,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,151,0,151,13,151,0,151,0,151,0,151,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,152,0,152,13.5,152,0,152,0,152,0,152,0.008,,,,,,,,,,,,,,,,,151,152,146.5,152,108.237,152,91.5,152,48.5,152,104.668,152,14.626,,,,,,,,,,,,,,,
152,153,0,153,14.2,153,0,153,0,153,0,153,0.01,,,,,,,,,,,,,,,,,152,153,146.5,153,114.572,153,91.5,153,48.5,153,100.285,153,16.021,,,,,,,,,,,,,,,
153,154,0,154,14.8,154,0,154,0,154,0,154,0.011,,,,,,,,,,,,,,,,,153,154,146.5,154,106.399,154,91.5,154,48.5,154,99.172,154,17.218,,,,,,,,,,,,,,,
154,155,0,155,15.8,155,0,155,0,155,0,155,0.013,,,,,,,,,,,,,,,,,154,155,146.5,155,100.532,155,91.5,155,48.5,155,99.387,155,18.106,,,,,,,,,,,,,,,
155,156,0,156,16.8,156,0,156,0,156,0,156,0.015,,,,,,,,,,,,,,,,,155,156,146.5,156,101.174,156,91.5,156,48.5,156,99.766,156,18.689,,,,,,,,,,,,,,,
156,157,0,157,18.4,157,0,157,0,157,0,157,0.019,,,,,,,,,,,,,,,,,156,157,146.5,157,99.533,157,91.5,157,48.5,157,100.067,157,18.523,,,,,,,,,,,,,,,
157,158,0,158,19.8,158,0,158,0,158,0,158,0.022,,,,,,,,,,,,,,,,,157,158,146.5,158,92.829,158,91.5,158,48.5,158,99.934,158,19.105,,,,,,,,,,,,,,,
158,159,0,159,22.1,159,0,159,0,159,0,159,0.027,,,,,,,,,,,,,,,,,158,159,146.5,159,86.596,159,91.5,159,48.5,159,98.784,159,20.515,,,,,,,,,,,,,,,
159,160,0,160,23.4,160,0,160,0,160,0,160,0.028,,,,,,,,,,,,,,,,,159,160,146.5,160,99.605,160,91.5,160,48.5,160,98.858,160,20.703,,,,,,,,,,,,,,,
160,161,0,161,26.4,161,0,161,0,161,0,161,0.035,,,,,,,,,,,,,,,,,160,161,146.5,161,95.074,161,91.5,161,48.5,161,98.702,161,20.253,,,,,,,,,,,,,,,
161,162,0,162,30.1,162,0,162,0,162,0,162,0.042,,,,,,,,,,,,,,,,,161,162,146.5,162,92.007,162,91.5,162,48.5,162,98.165,162,20.051,,,,,,,,,,,,,,,
162,163,0,163,34.6,163,0,163,0,163,0,163,0.052,,,,,,,,,,,,,,,,,162,163,146.5,163,90.88,163,91.5,163,48.5,163,97.325,163,19.79,,,,,,,,,,,,,,,
163,164,0,164,39.3,164,0,164,0,164,0,164,0.063,,,,,,,,,,,,,,,,,163,164,146.5,164,86.559,164,91.5,164,48.5,164,95.471,164,19.303,,,,,,,,,,,,,,,
164,165,0,165,45.3,165,0,165,0,165,0,165,0.075,,,,,,,,,,,,,,,,,164,165,146.5,165,83.156,165,91.5,165,48.5,165,93.067,165,19.501,,,,,,,,,,,,,,,
165,166,0,166,53.2,166,0,166,0,166,0,166,0.092,,,,,,,,,,,,,,,,,165,166,146.5,166,93.162,166,91.5,166,48.5,166,91.549,166,19.471,,,,,,,,,,,,,,,
166,167,0,167,62,167,0.00,167,0,167,0,167,0.112,,,,,,,,,,,,,,,,,166,167,146.5,167,89.324,167,91.5,167,48.5,167,88.897,167,18.573,,,,,,,,,,,,,,,
167,168,0,168,71.60,168,0.00,168,0,168,0,168,0.132,,,,,,,,,,,,,,,,,167,168,146.5,168,84.762,168,91.5,168,48.5,168,85.054,168,17.889,,,,,,,,,,,,,,,
168,169,0,169,83.20,169,0.00,169,0,169,0,169,0.157,,,,,,,,,,,,,,,,,168,169,146.5,169,80.063,169,91.5,169,48.5,169,81.084,169,17.986,,,,,,,,,,,,,,,
169,170,0,170,98.20,170,0.00,170,0,170,0,170,0.19,,,,,,,,,,,,,,,,,169,170,146.5,170,75.341,170,91.5,170,48.5,170,76.685,170,18.35,,,,,,,,,,,,,,,
170,171,0,171,118.50,171,0.00,171,0,171,0,171,0.233,,,,,,,,,,,,,,,,,170,171,146.5,171,71.04,171,91.5,171,48.5,171,72.275,171,18.747,,,,,,,,,,,,,,,
171,172,0,172,137.40,172,0.00,172,0,172,0,172,0.274,,,,,,,,,,,,,,,,,171,172,146.5,172,67.243,172,91.5,172,48.5,172,67.952,172,19.658,,,,,,,,,,,,,,,
172,173,0,173,165.10,173,0.00,173,0,173,0,173,0.334,,,,,,,,,,,,,,,,,172,173,146.5,173,82.521,173,91.5,173,48.5,173,63.38,173,20.498,,,,,,,,,,,,,,,
173,174,0,174,188.80,174,0,174,0,174,0,174,0.385,,,,,,,,,,,,,,,,,173,174,146.5,174,77.558,174,91.5,174,48.5,174,58.474,174,21.67,,,,,,,,,,,,,,,
174,175,0,175,226,175,0.00,175,0,175,0,175,0.467,,,,,,,,,,,,,,,,,174,175,146.5,175,72.891,175,91.5,175,48.5,175,53.882,175,22.527,,,,,,,,,,,,,,,
175,176,0,176,271.20,176,0.00,176,0,176,0,176,0.563,,,,,,,,,,,,,,,,,175,176,146.5,176,68.565,176,91.5,176,48.5,176,49.743,176,22.933,,,,,,,,,,,,,,,
176,177,0,177,323.70,177,0.00,177,0,177,0,177,0.654,,,,,,,,,,,,,,,,,176,177,146.5,177,104.283,177,91.5,177,48.5,177,44.51,177,22.805,,,,,,,,,,,,,,,
177,178,0.00,178,381.90,178,0.00,178,0,178,0,178,0.754,,,,,,,,,,,,,,,,,177,178,146.5,178,97.688,178,91.5,178,48.5,178,38.809,178,22.968,,,,,,,,,,,,,,,
178,179,0,179,436.20,179,0,179,0,179,0,179,0.845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,180,0.00,180,506.70,180,0,180,0,180,0,180,0.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,181,0.00,181,589.50,181,0,181,0,181,0,181,1.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,182,0.00,182,665.00,182,0,182,0,182,0,182,1.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,183,0,183,753.60,183,0,183,0,183,0,183,1.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,184,0,184,840.00,184,0,184,0,184,0,184,1.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,185,0.00,185,894.00,185,0,185,0,185,0,185,1.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,186,0.00,186,970.50,186,0,186,0,186,0,186,1.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,187,0.00,187,"1,081",187,0,187,0,187,0,187,1.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,188,0.00,188,"1,195.00",188,0,188,0,188,0,188,1.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,189,0.00,189,"1,315.50",189,0,189,0,189,0,189,1.802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,190,0,190,"1,438.60",190,0,190,0,190,0,190,1.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,191,0.00,191,"1,571.00",191,0,191,0,191,0,191,2.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,192,0.00,192,"1,710.90",192,0,192,0,192,0,192,2.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,193,0.00,193,"1,846.40",193,0,193,0,193,0,193,2.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,194,0.00,194,"1,977.10",194,0,194,0,194,0,194,2.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,195,0.00,195,"2,128.30",195,0,195,0,195,0,195,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,196,0.00,196,"2,274",196,0,196,0,196,0,196,2.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,197,0.00,197,"2,417.50",197,0,197,0,197,0,197,2.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,198,0.00,198,"2,587.50",198,0,198,0,198,0.00,198,3.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,199,0.00,199,"2,751.50",199,0,199,0,199,0.00,199,3.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,200,0.00,200,"2,903.70",200,0,200,0,200,0.00,200,3.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,201,0.00,201,"3,061.50",201,0,201,0,201,0.00,201,3.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,202,0.00,202,"3,193.20",202,0,202,0,202,0.00,202,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,203,0.00,203,"3,369.80",203,0,203,0,203,0,203,3.769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,204,0.00,204,"3,517.30",204,0,204,0,204,0.00,204,3.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,205,0.00,205,"3,688.70",205,0,205,36.9,205,0.00,205,3.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,206,0.00,206,"3,847.00",206,0,206,76.9,206,0.00,206,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,207,0.00,207,"3,999.40",207,0,207,120,207,0.00,207,3.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,208,0.00,208,"4,144.50",208,0,208,165.8,208,0.00,208,3.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,209,0.00,209,"4,303.40",209,0,209,215.20,209,0.00,209,3.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,210,0.00,210,"4,456.10",210,0,210,267.40,210,0.00,210,3.711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,211,0,211,"4,610",211,0,211,322.70,211,0.00,211,3.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,212,0.00,212,"4,698.90",212,0,212,375.90,212,0.00,212,3.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,213,0.00,213,"4,837",213,0,213,435.30,213,0.00,213,3.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,214,0.00,214,"4,939.50",214,0,214,493.90,214,0.00,214,3.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,215,0.00,215,"5,023.50",215,0,215,552.60,215,0,215,3.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,216,0.00,216,"5,108.30",216,0,216,613.00,216,0.00,216,3.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,217,0,217,"5,183.40",217,0,217,673.80,217,0.00,217,3.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,218,0.00,218,"5,299.90",218,0,218,742.00,218,0.00,218,3.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,219,0.00,219,"5,404.50",219,0,219,811,219,0,219,3.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,220,0.00,220,"5,501.20",220,0,220,880.20,220,0.00,220,3.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,221,0.00,221,"5,548.70",221,0,221,943.30,221,0.00,221,3.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,222,0.00,222,"5,588",222,0,222,"1,005.80",222,0.00,222,3.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,223,0.00,223,"5,665.80",223,0,223,"1,076.50",223,0.00,223,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,224,0.00,224,"5,748.80",224,0,224,"1,149.80",224,0.00,224,3.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,225,0.00,225,"5,824.20",225,0,225,"1,223.10",225,0,225,3.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,226,0.00,226,"5,893.90",226,0,226,"1,296.70",226,0.00,226,3.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,227,0.00,227,"5,940.20",227,0,227,"1,366.30",227,0.00,227,2.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,228,0.00,228,"5,970.20",228,0,228,"1,432.80",228,0.00,228,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,229,0.00,229,"5,994.80",229,0,229,"1,498.70",229,0.00,229,2.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,230,0,230,"6,065.20",230,0,230,"1,577.00",230,0.00,230,2.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,231,0.00,231,"6,131.90",231,0,231,"1,655.60",231,0.00,231,2.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,232,0.00,232,"6,194.70",232,0,232,"1,735",232,0.00,232,2.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,233,0.00,233,"6,235.00",233,0,233,"1,808.20",233,0.00,233,2.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,234,0.00,234,"6,297",234,0,234,"1,889.10",234,0.00,234,2.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,235,0.00,235,"6,355.10",235,0,235,"1,970.10",235,0.00,235,2.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,236,0.00,236,"6,406.30",236,0,236,"2,050.00",236,0.00,236,2.609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,237,0.00,237,"6,453.20",237,0,237,"2,129.60",237,0.00,237,2.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,238,0.00,238,"6,486.10",238,0,238,"2,205.30",238,0,238,2.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,239,0.00,239,"6,517.00",239,0,239,"2,281.00",239,0.00,239,2.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,240,0.00,240,"6,559.20",240,0,240,"2,361.30",240,0.00,240,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,241,0.00,241,"6,605.30",241,0,241,"2,444",241,0.00,241,2.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,242,0.00,242,"6,650.10",242,0,242,"2,527.00",242,0.00,242,2.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,243,0.00,243,"6,668.70",243,0,243,"2,600.80",243,0.00,243,2.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,244,0.00,244,"6,706.30",244,0,244,"2,682.50",244,0.00,244,2.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,245,0.00,245,"6,751",245,0,245,"2,768",245,0,245,2.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,246,0.00,246,"6,790",246,0,246,"2,851.80",246,0,246,2.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,247,0.00,247,"6,793.90",247,0,247,"2,921.40",247,0,247,2.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,248,0.00,248,"6,796.40",248,0,248,"2,990.40",248,0,248,2.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,249,0.00,249,"6,796.40",249,0,249,"2,990.40",249,0,249,2.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,250,0.00,250,"6,796.40",250,0,250,"2,990.40",250,0,250,1.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,251,0.00,251,"6,796.40",251,0,251,"2,990.40",251,0,251,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,252,0.00,252,"6,796.40",252,0,252,"2,990.40",252,0,252,1.811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,253,0.00,253,"6,796.40",253,0,253,"2,990",253,0,253,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,254,0.00,254,"6,796.40",254,0,254,"2,990",254,0,254,1.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,255,0.00,255,"6,796.40",255,0,255,"2,990",255,0,255,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,256,0.00,256,0,256,0,256,0,256,0,256,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,257,0.00,257,0,257,0,257,0,257,0,257,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,258,0,258,0,258,0,258,0,258,0,258,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,259,0,259,0,259,0,259,0,259,0,259,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,260,0,260,0,260,0,260,0,260,0,260,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,261,0,261,0,261,0,261,0,261,0,261,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,262,0,262,0,262,0,262,0,262,0,262,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,263,0,263,0,263,0,263,0,263,0,263,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,264,0,264,0,264,0,264,0,264,0,264,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,265,0,265,0,265,0,265,0,265,0,265,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,266,0,266,0,266,0,266,0,266,0,266,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,267,0,267,0,267,0,267,0,267,0,267,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,268,0,268,0,268,0,268,0,268,0,268,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,269,0,269,0,269,0,269,0,269,0,269,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,270,0,270,0,270,0,270,0,270,0,270,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,271,0,271,0,271,0,271,0,271,0,271,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,272,0,272,0,272,0,272,0,272,0,272,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,273,0,273,0,273,0,273,0,273,0,273,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,274,0,274,0,274,0,274,0,274,0,274,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,275,0,275,0,275,0,275,0,275,0,275,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,276,0,276,0,276,0,276,0,276,0,276,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,277,0,277,0,277,0,277,0,277,0,277,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,278,0,278,0,278,0,278,0,278,0,278,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,279,0,279,0,279,0,279,0,279,0,279,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,280,0,280,0,280,0,280,0,280,0,280,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,281,0,281,0,281,0,281,0,281,0,281,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,282,0,282,0,282,0,282,0,282,0,282,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,283,0,283,0,283,0,283,0,283,0,283,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,284,0,284,0,284,0,284,0,284,0,284,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,285,0,285,0,285,0,285,0,285,0,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,286,0,286,0,286,0,286,0,286,0,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,287,0,287,0,287,0,287,0,287,0,287,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,288,0,288,0,288,0,288,0,288,0,288,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
